"n"	"date"	"dream"
"1978-002"	"(1/16/78)"	"#1978-002 (1/16/78) We are near the ocean and are waiting to take a boat home; the water is very ugly and dirty; I see thousands of fish, kind of decaying. We sit high on a parapet, and I ALMOST FALL IN as I swing back and forth in a hammock...."
"1978-003"	"(1/19/78)"	"#1978-003 (1/19/78) I have to catch a train, although I want to stay with a warm person who is admiring my feminity; My bags and purse are already on the train, but I have no ticket, no money, no I.D. I ask the conductor to hand me my purse which is on a high rack and when he hands it to me, a paper falls out and disintegrates."
"1978-004"	"(1/30/78)"	"#1978-004 (1/30/78) My analyst Mitchell has shaved off his beard, and he is hiding behind a brown curtain and underneath some pillows; HE LOOKS LIKE TRITON. Mitchell's friend comes in wearing brown pants with a rip in the back. Later I see Mitchell with his beard, emerging from the bedroom; I laugh and promise to tell more in the next hour. -- I am steering a boat down a winding chute: very fast; thrilling; I LAND ON THE WATER."
"1978-005"	"(2/3/78)"	"#1978-005 (2/3/78) I am very agitated talking to Mitchell: ""You think I am crazy, don't you? The reason that I am seeing you is that I am crazy!""-- Then I leave with Frank, but we return to Mitchell's house; again I see Frank walk about naked and then he takes a shower and then he goes down to the kitchen. Somehow I can't get down to business with my analyst until we walk in the garden and we talk about growing plants; ""When can I see you next?"" I shout this as I push a baby stroller or lawn mower... no answer."
"1978-006"	"(2/5/78)"	"#1978-006 (2/5/78) I am at a friend's house and look out of the window: see a red airplane make a loop-the-loop and graze the trees; then another airplane crashes in the yard next door; I am relieved and scared. I get impatient and urge my friend to get out of the house. I finally get home and entertain our Prayer Group; but there is NOT ENOUGH FOOD, but somehow I ""make do"" (vague ending)"
"1978-007"	"(2/8/78)"	"#1978-007 (2/8/78) I fall into a DEEP SLEEP while talking to Mitchell; I can't stay awake no matter how I try; When I awaken, I laugh and look for my shoes. I can only find an old pair that have a hole in the sole.... Mitchell's oldest son comes into the house and they embrace warmly; then the younger son comes in and again I see Mitchell without his beard. Later I laugh when I tell Frank how I fell asleep during the hour; Finally I find my regular shoes in a corner and put them on."
"1978-008"	"(2/11/78)"	"#1978-008 (2/11/78) I am embarassed when I open a metal file cabinet and find a bottle of booze in it that Frank had stored there. Frank gets quite angry with me for wanting to give the file cabinet away."
"1978-009"	"(2/13/78)"	"#1978-009 (2/13/78) Our young children are bussed to school and have to cross huge snow drifts; it is a very long ride. Later we move to ARIZONA into a huge stone house; I wear a yellow silk dress, long with ruffles, and a yellow cap. My neighbor admires me and our move. I see Frank at his desk about to write a novel. Later I see an OLD WOMAN leading our children to safety past a mud slide and a lions in a open cage."
"1978-010"	"(3/5/78)"	"#1978-010 (3/5/78) Mitchell is ready to leave on a trip, he is wearing a pale beige shirt and coat with leather patches; I extend my left hand and wish him luck; I watch his car roll down our alley and then it is snowy and empty. At another point I am singing in the Chapel in the choir."
"1978-011"	"(3/9/78)"	"#1978-011 (3/9/78) One of my clients is pregnant; I make a drawing of a white horse on a large sheet of paper for her; She is delighted and hangs it from their mantelpiece. I find out that I too am pregnant: feel the fetus pushing against my ribs; I call the doctor and he gives me assurance and instruction. He says that I have plenty of time before I start labor; I am holding a box of new plants with green shoots in black earth. He tells me to water the plants."
"1978-012"	"(3/11/78)"	"#1978-012 (3/11/78) I see an acquaintance from Church who is fat and wears a maternity shirt, hanging down very sloppily. She is talking to someone else and I can't talk to her.-- I am on a man's bicycle and ride through snow and slush; the left handlebar comes off and I must steady myself with my right hand with pain."
"1978-013"	"(3/12/78)"	"#1978-013 (3/12/78) I clean up the mess in the home of that same acquaintance from Church just in time for the Prayer Group to arrive."
"1978-014"	"(3/15/78)"	"#1978-014 (3/15/78) I am in a boat and see large fish jumping out of the water. But I want to SKETCH, not fish! I find large crayons, esp. a green crayon and so I start to sketch.-- I am in a train compartment and find Mitchell in a white flannel night gown drawing circles like a wizard MERLIN. I hear people speaking in esoteric languages."
"1978-015"	"(3/18/78)"	"#1978-015 (3/18/78) I drive a car up a very steep hill, it crashes but I walk away UNHURT. I look for a telephone booth and have to walk to mud and slush. I find two telephone cords, dangling, one green and one white. I call Frank and he is very angry with me. ""How can you be so stupid?"" Then he agrees to forgive and come home."
"1978-016"	"(4/12/78)"	"#1978-016 (4/12/78) I am taking care of a 4-year old boy who won't go to sleep; needs to go to the toilet; I fix my hair and suddenly notice that a train is coming very fast down the track where Zena and her friend are playing; I run down and shoo them out of the way, just in time; they are SAFE."
"1978-017"	"(4/13/78)"	"#1978-017 (4/13/78) We are visiting Wendy on the island; we go shopping and then I worry about a huge tornado cloud and feel the WIND. Frank and I start to return home, but I have forgotten my glasses. shift: I am with my mother: we are in a SHOE store: she tries on RED SANDALS, they are much too big; we leave and laugh."
"1978-018"	"(4/21/78)"	"#1978-018 (4/21/78) I see a TETRAHEDRON that is notched at the top. (symbol of healing)"
"1978-019"	"(5/6/78)"	"#1978-019 (5/6/78) I see a SILVER CROSS, floating in space, shimmering inexpressively lovely. a mandala (see drawing)"
"1978-020"	"(5/7/78)"	"#1978-020 (5/7/78) I am recommended to work for an old silver-haired woman, who is alternately very talkative and quite senile; Then a yong man appears and holds a GUN to my ribs: suddenly ANGEL WINGS, peach colored, grow and lift me up and I FLY AWAY."
"1978-021"	"(5/9/78)"	"#1978-021 (5/9/78) I am about to take a long journey; I spend the last hour in Mitchell's house and stay overnite; I eat breakfast with Zena, Mitchell and his friend then get ready quickly; A receptionist carries my bags to the train and is very helpful; I say my goodbyes and am more relaxed, even though I have to go to the bathroom; we laugh and I say goodbye."
"1978-022"	"(5/12/78)"	"#1978-022 (5/12/78) I eat dinner with a woman from the Counseling Center where we work. They are quite conservative and she is very concerned that her son understand her instructions. She ties a silver cord to each card she wrote. She drives me home, rather recklessly; finally arrive home and see WALLY and our friend John. I call to Wally: ""John is here; come join us."""
"1978-023"	"(5/14/78)"	"#1978-023 (5/14/78) We are at a big party with Chloe and Eric: It is a LABYRINTH; Chloe is leading some of the people through the passages, many filled with large chunks of coal. Chloe's husband kisses me goodbye and I try to find the right door out of the Labyrinthian passages."
"1978-024"	"(5/15/78)"	"#1978-024 (5/15/78) We are at a funeral: Frank's father has died and his mother is there and needs help in walking. I comfort some people; then stand around and am confused because his mother died before his father."
"1978-025"	"(5/19/78)"	"#1978-025 (5/19/78) With a co-worker at the Counseling Center and after much back and forth and some confusion, we decide to play TENNIS. But I show her my stiff fingers and say then I will play with my left hand. -shift: We are flying on a propeller plane and I decide to go to the front section of the plane where there are 5 seats that vibrate as the plane flies; ""Inside the plane you might as well be in your living room"""
"1978-026"	"(5/20/78)"	"#1978-026 (5/20/78) We are living in a very modern house on a hill, but it has many defects: it is too cold and cannot be properly heated; finally the head of the Art School comes to help us out, but he set FIRE to the house from below. I see the orange conflagration clearly and I am relieved that the fire has not spread and that we are safe. We live with friends in the mean time; When I return to see the burned house, I find that NOTHING REMAINS>"
"1978-027"	"(5/23/78)"	"#1978-027 (5/23/78) I see a statue of ST. MARY surrounded by FORGET-ME-NOTS -- very clear fragment."
"1978-028"	"(5/26/78)"	"#1978-028 (5/26/78) I have returned to M. City and am again working at the Counseling Center and seeing clients; I go to our home to look for Reynaldo and find him asleep surrounded by all the mail that has accumulated in our absence; I try to line up the presents I brought back, but find that they are flimsy....."
"1978-029"	"(5/28/78)"	"#1978-029 (5/28/78) We are back home, but not yet unpacked. My friends want me to tell of our trip, but I can't get it all together; I say I will have an Open House and will then tell it chronologically! -- Frank and I have to leave; we go to a place where they are smelting metal and I see the GLOW from the furnace. -- A man is trying to snatch my white purse from me. He has his arm tightly around my neck; I am scared and start to pray: ""Lord Have Mercy on me..."""
